iD	systemName	alternateName	x	y	size	sarnaLink	distance (LY)	2271	2317	2319	2341	2367	2571	2596	2750	2765	2767	2783	2786	2821	2822	2830	2864	3025	3030	3040	3049	3050a	3050b	3050c	3051	3052	3057	3058	3059a	3059b	3059c	3059d	3063	3067	3068	3075	3079	3081	3085	3095	3130	3135	3145	3151	3152
683	Dell		-61.279	330.822	1,1,0	https://www.sarna.net/wiki/Dell	336.450	U	U	U	U	U	U	U	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
693	Derf		-130.839	394.669	1,1,0	https://www.sarna.net/wiki/Derf	415.791	U	U	U	RW	RW	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 1	FCL,Tamar March,Blackjack Operational Area,Region 1	FCL,Tamar March,Blackjack Operational Area,Region 1	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CHH	CHH	CHH	CHH	CHH
833	Evciler		-95.137	356.673	1,1,0	https://www.sarna.net/wiki/Evciler	369.143	U	U	U	U	U	U	U	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CHH	CHH	CHH	CHH	CHH
859	Feltre		-20.174	362.104	1,1,0	https://www.sarna.net/wiki/Feltre	362.666	U	U	U	U	U	U	U	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	LC,Tamar Pact,Trellshire	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
1063	Harvest		-62.052	375.286	1,1,0	https://www.sarna.net/wiki/Harvest	380.381	U	U	U	U	U	U	U	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	LC,Tamar Pact,Trellshire	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
1096	Here		-150.168	444.822	1,1,0	https://www.sarna.net/wiki/Here	469.486						RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 1	FCL,Tamar March,Blackjack Operational Area,Region 1	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
1123	Hohenems		-18.361	348.402	1,1,0	https://www.sarna.net/wiki/Hohenems	348.885	U	U	U			LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
1164	Hyperion		-19.402	277.063	1,1,0	https://www.sarna.net/wiki/Hyperion	277.742	U	U	U	U	U	U	U	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	DC,Rasalhague Military District,Rubigen Prefecture	DC,Rasalhague Military District,Rubigen Prefecture	FR,Skandia Province	FR,Skandia Province	FR,Skandia Province	FR,Skandia Province	FR,Skandia Province	FR,Skandia Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
1167	Icar		-83.499	413.799	1,1,0	https://www.sarna.net/wiki/Icar	422.139	U	U	U	RW	RW	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 1	FCL,Tamar March,Blackjack Operational Area,Region 1	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
1359	Kirchbach		-39.048	382.780	1,1,0	https://www.sarna.net/wiki/Kirchbach	384.767	U	U	U	U	U	U	U	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture,Minor Capital	LC,Tamar Pact,Trellshire	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
1441	Lackhove		-166.222	444.215	1,1,0	https://www.sarna.net/wiki/Lackhove	474.296	U	U	U	RW	RW	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	I	I	I	I	MV	GV	GV	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
1467	Laurent		-44.218	302.912	1,1,0	https://www.sarna.net/wiki/Laurent	306.122	U	U	U	U	U	U	U	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
1488	Liezen		-20.947	380.201	1,1,0	https://www.sarna.net/wiki/Liezen	380.778	U	U	U	U	U	U	U	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	LC,Tamar Pact,Trellshire	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
1523	Lovinac		-29.214	390.277	1,1,0	https://www.sarna.net/wiki/Lovinac	391.369	U	U	U			LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
1561	Maestu		-35.361	288.914	1,1,0	https://www.sarna.net/wiki/Maestu	291.070			TamP	TamP	LC,Tamar Pact	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
1633	Maxie's Planet		-96.434	389.507	1,1,0	https://www.sarna.net/wiki/Maxie's_Planet	401.267	U	U	U	U	U	U	U	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CHH	CHH	CHH	CHH	CHH
1759	Moritz		-32.316	319.450	1,1,0	https://www.sarna.net/wiki/Moritz	321.080	U	U	U	U		LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	DC,Rasalhague Military District,Radstadt Prefecture	LC,Tamar Pact,Tamar Domains	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
1767	Mozirje		-38.788	362.104	1,1,0	https://www.sarna.net/wiki/Mozirje	364.176	U	U	U	U	U	U	U	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	LC,Tamar Pact,Trellshire	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
1819	New Caledonia		-59.198	405.533	1,1,0	https://www.sarna.net/wiki/New_Caledonia	409.831	U	U	U			LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	LC,Tamar Pact,Trellshire	FR,Rasalhague Province	FR,Rasalhague Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
1892	Norn	Verthandi	-54.816	395.970	1,1,0	https://www.sarna.net/wiki/Norn	399.746	U	U	U	U	U	U	U	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	LC,Tamar Pact,Trellshire	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
2016	Persistence		-106.256	406.305	1,1,0	https://www.sarna.net/wiki/Persistence	419.969	U	U	U	RW	RW	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 1	FCL,Tamar March,Blackjack Operational Area,Region 1	CJF	CJF	CJF	CJF	CJF	CSV	CSV	CSV	CSV	CSV	CSV	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CHH	CHH	CHH	CHH	CHH
2036	Planting		-53.786	364.691	1,1,0	https://www.sarna.net/wiki/Planting	368.636	U	U	U	U	U	U	U	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	DC,Rasalhague Military District,Radstadt Prefecture	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
2168	Alsace	Rodigo, Chekkar	-17.320	393.381	1,1,0	https://www.sarna.net/wiki/Rodigo	393.762	U	U	U	U	U	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	FR,Rasalhague Province	FR,Rasalhague Province	FR,Rasalhague Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
2172	Romulus		-89.704	379.416	1,1,0	https://www.sarna.net/wiki/Romulus	389.876						LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CHH	CHH	CHH	CHH	CHH
2273	Seiduts		-81.943	361.586	1,1,0	https://www.sarna.net/wiki/Seiduts	370.755						LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Blackjack Operational Area,Region 3	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
2288	Sevren		-44.468	313.247	1,1,0	https://www.sarna.net/wiki/Sevren	316.388	I	I	I	I		LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
2353	Skokie		-41.634	322.555	1,1,0	https://www.sarna.net/wiki/Skokie	325.231	U	U	U	U	U	U	U	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	DC,Rasalhague Military District,Radstadt Prefecture	LC,Tamar Pact,Tamar Domains	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
2404	Steelton		-105.763	422.332	1,1,0	https://www.sarna.net/wiki/Steelton	435.374	U	U	U	RW	RW	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 1	FCL,Tamar March,Blackjack Operational Area,Region 1	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CWF	CWF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
2446	Svarstaad		-62.052	338.584	1,1,0	https://www.sarna.net/wiki/Svarstaad	344.223	U	U	U	U	U	U	U	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	FCL,Tamar March,Blackjack Operational Area,Region 3	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	FCL,Tamar March,Benfled Operational Area,Region 1	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH
2528	The Edge		-33.606	407.079	1,1,0	https://www.sarna.net/wiki/The_Edge	408.464	U	U	U			LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	DC,Rasalhague Military District,Kirchbach Prefecture	FR,Rasalhague Province	FR,Rasalhague Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
2562	Toland		-115.773	431.382	1,1,0	https://www.sarna.net/wiki/Toland	446.647	U	U	U	RW	RW	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 1	FCL,Tamar March,Blackjack Operational Area,Region 1	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH	CHH
2577	Treeline	Winfield (2863+)	-111.711	405.264	1,1,0	https://www.sarna.net/wiki/Winfield_(LC)	420.379	U	U	U	RW	RW	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	LC,Tamar Pact,Trellshire	FCL,Tamar March,Blackjack Operational Area,Region 1	FCL,Tamar March,Blackjack Operational Area,Region 1	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CHH	CHH	CHH	CHH	CHH
